is_breaking_time,is_working_time,is_sleeping_time,time_cos,time_since_last_msg,mood,boredom,energy,noise,target
False,True,False,-0.707,1198,84,0,100,0.249,1
False,False,True,0.707,9,73,91,-38,0.423,0
True,False,False,0.707,241,20,36,46,0.061,1
False,False,True,0.966,6,26,34,30,0.46,0
False,False,True,-0.259,1065,-30,2,58,0.631,0
False,False,False,0.912,7,-36,-45,50,0.497,0
False,True,False,-0.707,455,71,69,62,1.0,1
False,False,False,-0.982,178,-41,91,91,0.411,1
False,True,False,-0.866,53,65,71,-64,0.349,0
False,False,False,0.593,155,94,98,96,0.279,1
False,True,False,-0.966,970,53,76,-66,0.579,0
False,False,True,-0.259,4,40,37,-46,0.243,0
False,True,False,-0.259,3,29,69,-48,0.949,0
False,False,True,1.0,43,-20,8,5,0.5,0
True,False,False,0.707,305,22,-40,-17,0.931,1
False,True,False,-0.0,98,-89,-24,99,0.737,0
False,True,False,-0.966,167,79,59,36,0.073,0
False,False,True,0.259,1752,-57,-51,59,0.624,0
False,True,False,-0.707,225,-89,-7,32,0.973,0
False,False,False,0.967,911,41,100,66,0.455,1
True,False,False,0.707,19,82,39,30,0.202,1
True,False,False,-0.0,1,42,-100,98,0.782,0
False,True,False,-0.966,338,65,38,64,0.082,1
False,True,False,-0.707,304,78,52,54,0.391,0
True,False,False,0.707,1227,-36,-42,61,0.824,1
False,False,True,0.0,10,-23,-19,33,0.637,0
False,False,True,1.0,146,66,94,70,0.862,0
False,False,True,1.0,812,51,66,95,0.164,0
False,True,False,-0.0,252,76,66,94,0.899,1
False,True,False,-0.0,245,91,25,38,0.198,1
False,False,False,-0.383,1,18,-43,-36,0.626,0
False,False,True,0.966,86,15,91,32,0.587,0
False,False,False,-0.775,185,-50,-59,45,0.614,0
False,True,False,-0.966,1,-32,-49,79,0.701,0
True,False,False,-0.966,130,65,86,81,0.397,1
False,False,False,0.562,3,66,81,-71,0.563,0
False,True,False,-0.0,521,56,70,-42,0.155,1
False,False,True,0.5,1803,94,-99,43,0.431,0
False,False,True,0.259,310,45,72,-35,0.865,0
False,False,False,-0.895,2561,-59,-44,50,0.407,1
False,False,False,0.9,211,-48,-47,77,0.094,1
False,True,False,-0.0,3,46,76,66,0.306,0
False,False,False,0.95,276,89,55,42,0.173,0
False,False,False,0.698,1102,97,99,88,0.767,1
True,False,False,0.5,131,27,6,-94,0.392,0
False,False,True,1.0,48,-31,-40,36,0.756,0
False,False,True,0.259,2311,18,43,71,0.049,0
False,False,False,0.993,57,88,46,56,0.502,1
False,False,True,-0.259,42,14,-1,-31,0.187,0
False,False,False,-0.997,133,-7,70,85,0.378,0
False,True,False,-0.866,6,5,56,99,0.08,0
False,False,True,0.0,1709,-29,44,91,0.9,0
False,True,False,-0.966,120,95,-3,53,0.763,1
False,False,True,1.0,778,1,51,77,0.329,0
False,True,False,-0.707,324,86,55,51,0.143,0
False,True,False,-0.966,192,0,22,9,0.342,1
False,True,False,-0.866,947,-2,26,-82,0.829,0
False,True,False,-0.966,2140,16,29,-5,0.211,1
False,False,True,0.707,307,70,51,62,0.284,0
False,True,False,-0.259,109,11,27,-4,0.526,0
True,False,False,0.5,212,-6,35,-40,0.448,0
False,False,False,-0.973,1512,58,72,-61,0.319,1
False,True,False,-0.707,205,-41,57,75,0.084,0
False,True,False,-0.707,90,85,-9,91,0.897,0
True,False,False,-0.0,141,63,-100,99,0.874,1
False,False,True,0.0,1343,-13,73,-26,0.539,1
False,True,False,-0.0,882,41,71,-70,0.175,0
False,False,True,0.966,1046,-52,13,-44,0.755,0
True,False,False,0.5,201,-1,-13,20,0.475,0
False,False,True,-0.259,9,57,95,66,0.045,0
False,False,False,-0.302,1100,31,59,85,0.229,1
False,True,False,-0.866,49,66,92,-58,0.319,0
False,True,False,-0.866,1391,-67,-1,18,0.113,1
False,True,False,-0.5,245,-39,12,-5,0.657,0
False,True,False,-0.707,204,64,55,32,0.274,1
False,True,False,-0.5,187,83,-27,2,0.717,0
False,False,False,0.158,1,-31,-54,91,0.72,1
False,False,False,-0.912,243,-33,-44,72,0.584,1
False,False,False,-0.508,276,74,83,89,0.48,1
False,True,False,-0.707,1817,-28,65,74,0.853,1
False,False,True,0.966,9,13,25,-22,0.608,0
True,False,False,-1.0,59,90,-94,-7,0.414,0
True,False,False,0.707,2736,40,64,66,0.783,1
False,False,True,0.966,244,-97,-89,-89,0.78,0
False,False,True,0.866,271,48,97,-26,0.361,0
True,False,False,-1.0,701,-36,-46,51,0.063,0
False,True,False,-0.259,102,-80,83,-6,0.031,0
False,False,True,0.866,394,-44,28,67,0.62,0
False,False,True,-0.259,966,76,93,66,0.59,0
True,False,False,-0.0,31,-89,99,-14,0.885,1
False,False,False,-0.748,286,76,57,43,0.076,1
False,False,False,1.0,298,24,25,-30,0.484,0
True,False,False,0.707,268,93,20,-41,0.985,1
False,True,False,-0.5,52,-57,28,35,0.157,0
False,False,True,-0.259,35,-13,-19,27,0.153,0
False,False,False,0.318,12,84,-89,85,0.565,1
False,True,False,-0.707,537,13,-28,-16,0.656,1
False,True,False,-0.5,6,20,-36,55,0.389,0
False,False,True,0.866,301,54,86,82,0.658,1
True,False,False,-0.966,6,-25,-36,25,0.21,1
False,False,False,0.718,164,-16,75,73,0.947,1
False,False,True,1.0,31,78,39,34,0.407,1
False,True,False,-0.966,6,-100,2,-64,0.15,0
False,False,True,0.966,184,-93,92,1,0.937,0
False,False,False,-0.787,936,40,32,-6,0.958,1
False,True,False,-0.966,59,-48,-34,10,0.768,1
False,True,False,-0.0,1400,34,77,-79,0.081,0
False,False,True,0.866,82,44,-93,-10,0.081,0
False,True,False,-0.966,93,61,23,46,0.702,1
True,False,False,0.707,1675,-39,-55,-44,0.613,0
False,False,False,0.257,354,89,38,45,0.693,1
False,False,True,0.866,9,-85,-85,22,0.627,0
False,False,True,0.966,202,-100,-89,29,0.962,0
False,True,False,-0.259,283,17,-48,9,0.282,1
False,False,True,0.259,412,67,23,65,0.494,0
False,False,False,-0.523,572,67,64,67,0.25,1
False,False,False,-0.414,1299,-64,94,-98,0.64,0
False,True,False,-0.0,1,44,-20,24,0.603,1
False,False,False,0.991,1,5,-51,14,0.158,0
False,False,False,-0.997,147,80,95,60,0.859,1
False,False,True,0.966,3,-61,-52,79,0.97,0
False,False,False,-0.119,29,-67,-45,86,0.605,0
False,True,False,-0.866,1387,87,30,56,0.935,1
False,False,True,0.259,1734,-76,27,83,0.547,0
False,False,False,-0.822,0,42,80,94,0.599,0
False,False,False,-0.41,68,-88,-94,88,0.445,0
False,False,False,-0.846,207,-38,14,-16,0.039,1
False,False,True,0.259,457,-22,45,75,0.649,0
True,False,False,-0.966,730,84,25,48,0.761,1
False,False,True,0.866,34,69,34,54,0.993,0
False,False,False,-0.31,1778,-72,-61,65,0.213,0
False,False,True,0.5,77,21,-48,-8,0.217,0
False,False,True,-0.259,299,-42,69,80,0.933,0
False,False,True,0.5,289,1,64,100,0.052,1
True,False,False,-0.966,31,50,-17,10,0.755,1
True,False,False,0.5,753,77,77,69,0.441,1
False,False,False,0.551,1577,-62,-31,-85,0.737,0
False,True,False,-0.259,125,57,-1,12,0.93,1
False,False,False,0.164,2429,39,64,-35,0.043,1
True,False,False,-0.966,228,33,93,92,0.087,1
False,False,False,0.375,6,-55,-46,49,0.229,0
False,False,True,0.866,305,66,-47,8,0.89,1
False,False,False,-0.475,36,74,38,65,0.096,1
False,True,False,-0.707,802,-2,-19,-14,0.535,1
False,True,False,-0.5,541,66,61,65,0.79,0
False,False,True,0.966,2817,42,67,-50,0.385,0
True,False,False,0.5,117,-28,-43,48,0.614,1
False,False,True,0.259,665,61,56,43,0.224,0
False,True,False,-0.866,579,-17,58,76,0.9,1
False,True,False,-0.866,95,33,81,-55,0.547,1
False,False,True,0.707,276,-39,-70,64,0.229,0
True,False,False,-0.966,48,-98,-94,-91,0.943,0
True,False,False,0.259,98,80,56,32,0.359,0
False,False,True,1.0,1985,-90,-94,12,0.515,0
True,False,False,-0.966,325,76,38,44,0.084,1
True,False,False,0.707,181,98,34,0,0.751,1
False,True,False,-0.707,150,67,27,58,0.363,0
False,False,True,0.0,3,-29,66,91,0.048,0
False,False,False,-0.993,7,-45,22,7,0.331,0
False,True,False,-0.0,147,60,24,70,0.168,0
False,False,False,-0.538,1342,-29,-29,-9,0.768,1
False,True,False,-0.259,218,-11,7,12,0.106,1
False,False,False,0.597,156,21,70,-39,0.513,0
False,True,False,-0.966,276,99,-96,99,0.176,1
False,True,False,-0.966,35,11,-32,-58,0.159,0
False,True,False,-0.707,350,-12,-11,-1,0.119,1
False,False,True,0.259,247,-61,17,63,0.566,1
False,False,True,0.966,5,-34,-4,23,0.275,0
False,True,False,-0.866,314,-92,-92,95,0.281,0
False,False,True,0.259,7,40,39,-34,0.262,0
False,True,False,-0.866,288,-59,-61,76,0.517,0
False,True,False,-0.866,9,36,74,-73,0.039,0
False,False,True,0.0,1431,15,47,74,0.336,0
False,False,False,0.954,19,-86,89,63,0.266,0
False,False,False,0.866,5,28,89,-71,0.907,0
True,False,False,-0.0,2,-93,90,89,0.036,0
False,False,False,0.94,1744,-7,1,39,0.672,1
False,True,False,-0.866,151,31,80,-52,0.902,0
False,False,False,-0.079,327,-44,-52,70,0.997,0
False,False,False,-0.353,230,-95,98,-58,0.469,1
False,False,False,0.423,65,-95,24,-94,0.741,0
True,False,False,0.259,43,-38,-42,62,0.194,1
False,True,False,-0.5,73,42,66,89,0.811,1
False,True,False,-0.866,351,46,-24,-96,0.629,0
False,False,True,0.966,4,-36,-65,93,0.358,0
False,False,False,-0.749,280,28,71,87,0.907,1
False,False,False,-0.023,7,-20,-60,-39,0.623,0
False,False,True,0.866,232,26,72,-68,0.646,0
False,True,False,-0.259,171,-23,-63,48,0.063,0
False,False,False,-0.98,208,50,93,60,0.292,1
False,True,False,-0.0,184,-32,-67,-99,0.701,0
False,True,False,-0.707,199,-26,-42,63,0.481,0
False,True,False,-0.707,1858,93,24,39,0.811,1
False,True,False,-0.966,1085,-14,69,71,0.252,1
False,False,False,-0.337,354,58,-93,-90,0.893,0
False,False,False,0.712,908,87,-93,-86,0.053,0
True,False,False,-0.966,271,35,84,-75,0.73,1
False,False,False,-0.995,235,-37,35,67,0.515,1
True,False,False,-0.966,192,33,-21,28,0.117,1
False,True,False,-0.5,276,78,17,-3,0.114,1
False,True,False,-0.866,250,68,32,52,0.195,0
False,False,True,0.866,93,-22,38,-6,0.39,0
False,True,False,-0.0,348,91,-90,95,0.786,0
False,False,True,0.966,687,29,31,23,0.302,1
False,False,True,0.707,2,-100,93,19,0.432,0
False,False,True,0.259,471,32,-21,8,0.868,0
False,False,True,-0.259,88,-41,-43,62,0.532,0
False,True,False,-0.707,38,13,-9,-51,0.03,0
False,True,False,-0.0,327,31,-35,2,0.762,1
False,True,False,-0.5,36,-33,-84,79,0.583,1
False,False,True,0.866,4,-5,91,2,0.866,1
False,False,False,0.565,2,83,44,39,0.024,0
False,False,True,0.0,41,28,14,-46,0.85,0
False,False,True,0.259,247,-53,-55,45,0.533,0
False,False,False,-0.939,304,27,-3,-20,0.479,1
False,False,False,-0.046,139,-40,-23,8,0.62,0
False,True,False,-0.0,805,-29,61,85,0.1,1
False,False,False,0.07,2,-41,-55,37,0.56,0
False,True,False,-0.866,1002,71,49,43,0.876,1
False,True,False,-0.707,1,14,54,-69,0.488,0
False,True,False,-0.5,322,94,-50,98,0.813,1
True,False,False,0.707,4,83,21,32,0.11,0
False,False,True,0.0,1212,-94,92,5,0.935,0
False,True,False,-0.259,1703,94,-93,28,0.899,0
False,False,False,-0.987,31,-50,62,83,0.834,0
False,False,True,1.0,347,82,29,70,0.873,0
False,False,True,-0.259,258,-87,88,-90,0.854,0
False,False,True,0.0,62,10,49,76,0.87,0
False,True,False,-0.866,9,57,64,-41,0.605,0
False,False,False,0.898,1,80,64,60,0.987,0
True,False,False,-1.0,1215,-54,-43,42,0.542,0
False,False,False,-0.119,7,-17,-2,-40,0.188,1
False,False,True,-0.259,708,69,84,78,0.719,0
False,True,False,-0.866,921,48,92,73,0.002,0
False,False,False,-0.107,2496,-66,-17,-1,0.014,0
False,True,False,-0.259,3,-85,15,-87,0.743,0
False,False,True,0.707,1167,69,52,50,0.397,0
False,False,True,0.5,786,-30,-83,67,0.801,0
False,True,False,-0.866,823,-44,-64,68,0.848,0
False,False,False,0.993,0,85,52,64,0.954,0
False,False,True,0.707,120,-46,-68,38,0.17,0
False,False,False,0.256,18,-46,-78,40,0.419,0
False,False,True,0.866,68,-28,52,86,0.077,0
False,False,True,0.5,233,-13,41,73,0.365,0
False,False,False,-0.959,1425,97,90,100,0.6,1
False,False,True,0.866,5,74,27,32,0.395,0
False,True,False,-0.5,2592,88,44,54,0.151,1
False,False,True,0.0,1146,43,74,66,0.831,0
False,False,False,0.371,3,-93,-100,-90,0.538,0
False,True,False,-0.707,353,89,-92,-23,0.929,1
False,False,False,0.869,70,-86,-47,-99,0.527,0
False,True,False,-0.5,86,-62,-55,93,0.7,0
False,False,True,0.966,450,37,75,63,0.124,0
False,True,False,-0.5,291,-21,-9,-73,0.994,0
False,False,True,-0.259,134,50,66,74,0.105,1
True,False,False,-0.0,1967,-21,-85,97,0.067,0
False,True,False,-0.0,542,-45,-41,53,0.614,1
True,False,False,0.259,270,0,0,39,0.784,1
False,False,True,0.966,173,-47,65,87,0.324,0
False,False,True,0.5,326,-44,-36,81,0.446,0
False,False,False,-0.631,10,-8,58,86,0.22,0
True,False,False,-0.0,353,100,88,-87,0.01,1
False,False,False,-0.431,509,-64,3,33,0.639,0
False,True,False,-0.707,5,62,51,42,0.997,0
True,False,False,-1.0,310,65,81,-72,0.959,0
False,False,False,-0.466,229,58,79,72,0.184,1
False,True,False,-0.966,253,-85,5,-20,0.348,0
False,False,False,1.0,1286,90,59,65,0.053,1
False,False,True,0.0,34,64,20,64,0.712,1
False,False,True,0.866,69,-64,-95,37,0.78,0
False,False,False,1.0,353,-96,-50,-28,0.973,0
False,False,False,0.359,608,7,29,-25,0.319,0
False,False,True,0.966,274,-49,-70,81,0.767,0
False,False,True,1.0,3,57,67,-76,0.461,0
False,True,False,-0.0,1,-23,12,-42,0.599,0
True,False,False,0.707,3,-16,10,3,0.181,1
False,True,False,-0.966,5,78,51,46,0.811,1
False,False,False,-0.957,9,-44,75,93,0.964,1
False,True,False,-0.5,1373,55,87,72,0.988,1
False,True,False,-0.866,301,-85,-88,94,0.359,1
True,False,False,0.707,177,3,10,-46,0.896,1
False,False,False,0.935,722,-75,-54,67,0.095,0
False,True,False,-0.707,81,83,53,45,0.838,1
False,False,False,0.33,66,-87,-89,90,0.349,0
False,False,False,0.854,2419,86,35,61,0.177,1
False,True,False,-0.259,1802,27,-22,87,0.796,1
False,False,True,1.0,188,63,51,42,0.746,1
False,True,False,-0.966,5,33,75,62,0.948,0
True,False,False,-1.0,87,-59,-73,68,0.925,1
True,False,False,-0.0,319,24,24,-4,0.798,1
False,False,False,-0.292,488,61,78,92,0.403,1
False,False,False,0.607,318,31,62,-60,0.699,1
False,False,False,-0.089,139,100,-86,78,0.747,1
False,False,True,1.0,150,84,29,57,0.642,0
False,False,True,0.259,126,39,-27,-9,0.466,0
True,False,False,-0.966,21,48,69,-57,0.709,0
True,False,False,-0.0,1026,33,0,-15,0.359,1
False,False,True,0.707,0,6,26,-33,0.742,0
False,False,False,-0.875,696,4,63,99,0.338,0
True,False,False,-1.0,205,-51,-61,58,0.597,1
True,False,False,-0.966,279,-31,-83,88,0.869,1
False,True,False,-0.966,4,40,-35,-27,0.204,0
False,False,False,0.334,125,38,-94,90,0.234,1
False,True,False,-0.866,720,100,-24,-89,0.839,0
True,False,False,-1.0,7,-56,-75,50,0.578,0
False,True,False,-0.707,28,-44,-58,70,0.488,0
True,False,False,-0.966,285,95,-85,-61,0.733,0
False,False,True,-0.259,287,-4,56,74,0.487,1
False,True,False,-0.866,2,-39,39,79,0.224,0
True,False,False,0.5,111,-30,1,-9,0.402,1
False,True,False,-0.259,38,38,76,-46,0.27,0
False,False,False,0.665,2172,32,83,80,0.635,1
False,False,False,-0.145,108,47,66,95,0.846,1
False,False,False,-0.574,9,19,47,91,0.74,1
False,True,False,-0.0,337,-97,-8,-99,0.9,0
False,False,False,-0.041,292,46,93,-56,0.875,0
False,False,False,0.214,149,26,46,84,0.496,1
False,True,False,-0.5,8,44,73,90,0.26,0
False,True,False,-0.707,152,-43,-40,1,0.335,1
False,True,False,-0.866,26,-28,-46,8,0.446,0
False,True,False,-0.0,2350,-58,97,69,0.704,0
True,False,False,0.5,43,-29,46,-45,0.618,0
False,True,False,-0.707,56,24,48,83,0.721,0
False,True,False,-0.707,1108,-100,-55,91,0.846,0
True,False,False,0.259,1102,40,85,-62,0.369,1
False,True,False,-0.0,2,34,69,-79,0.292,0
False,False,False,0.277,916,-7,-34,23,0.431,1
False,True,False,-0.707,54,59,81,89,0.616,0
False,True,False,-0.866,223,54,62,92,0.532,0
False,True,False,-0.866,144,-60,-56,65,0.202,0
True,False,False,-1.0,300,-40,36,67,0.763,1
False,False,False,0.818,88,-46,99,43,0.304,1
False,False,True,1.0,297,55,60,-33,0.169,1
True,False,False,0.707,21,-93,91,-97,0.878,0
False,False,True,0.5,287,-2,17,35,0.222,0
False,True,False,-0.707,67,-43,-78,45,0.389,0
False,True,False,-0.866,9,-13,-22,-53,0.43,0
False,False,False,0.727,8,30,48,78,0.63,1
True,False,False,0.707,74,-31,-48,34,0.172,1
False,True,False,-0.866,102,39,67,75,0.59,1
False,False,True,0.707,1469,5,-31,-30,0.364,1
False,True,False,-0.966,26,-68,-95,-89,0.314,0
False,False,True,0.966,277,-51,-77,44,0.362,1
False,True,False,-0.259,65,-4,76,87,0.407,1
False,False,True,0.0,327,-53,-52,44,0.97,0
False,False,True,0.0,68,73,87,72,0.902,0
False,True,False,-0.866,1,26,20,11,0.918,0
False,True,False,-0.866,296,87,-14,98,0.065,1
False,False,False,0.143,59,-30,-81,54,0.428,0
False,True,False,-0.259,138,43,69,-50,0.228,0
False,True,False,-0.866,766,-15,9,21,0.042,1
False,False,False,-0.932,6,24,-15,6,0.048,1
False,True,False,-0.707,28,-13,-41,10,0.912,0
False,False,False,0.379,358,44,94,-47,0.992,1
False,True,False,-0.966,176,100,-98,20,0.497,0
True,False,False,-1.0,5,92,41,-38,0.301,1
False,False,False,-0.331,4,-64,49,69,0.439,1
False,False,False,0.05,79,75,95,89,0.785,1
False,True,False,-0.866,708,86,-89,-99,0.006,0
False,False,False,0.802,53,93,-4,-51,0.926,1
False,False,False,0.999,94,28,42,-26,0.488,0
False,False,True,-0.259,1642,63,82,62,0.727,0
False,False,True,0.707,1754,-33,11,-6,0.088,0
True,False,False,-0.0,2407,32,72,92,0.009,1
False,True,False,-0.5,1737,-89,-4,-96,0.754,0
False,True,False,-0.0,348,86,53,42,0.519,0
True,False,False,-0.966,108,88,-94,-90,0.701,0
False,True,False,-0.259,8,95,-22,98,0.699,0
False,False,False,-0.909,306,-21,39,26,0.038,1
False,False,False,-0.994,9,79,22,61,0.285,1
False,True,False,-0.966,305,-45,-66,35,0.027,0
True,False,False,0.259,1021,-79,-31,80,0.984,1
False,False,False,0.768,808,81,35,57,0.914,0
False,False,False,0.992,2856,22,-10,3,0.658,1
False,False,False,0.222,143,-33,-43,34,0.53,1
True,False,False,-0.966,203,76,33,47,0.856,1
False,True,False,-0.866,75,-29,-60,-96,0.089,0
True,False,False,-0.966,3,-99,94,100,0.417,0
False,False,True,0.966,226,-99,-93,-91,0.322,0
False,True,False,-0.866,0,72,84,78,0.531,1
False,True,False,-0.5,49,50,89,-62,0.868,0
False,False,False,0.235,183,70,26,65,0.539,1
True,False,False,-0.0,175,-10,19,-89,0.43,0
False,False,True,0.966,2,47,-10,-27,0.931,0
True,False,False,-0.0,10,88,41,43,0.714,0
True,False,False,0.259,97,57,66,-72,0.482,0
True,False,False,0.707,1567,-37,-78,69,0.895,1
False,False,False,0.992,1248,61,9,24,0.88,1
False,False,True,0.966,9,54,83,-37,0.895,1
False,True,False,-0.259,1167,4,-15,-9,0.991,0
False,False,True,0.866,219,68,99,-24,0.169,0
False,False,True,0.0,127,-30,-31,85,0.696,0
False,True,False,-0.866,107,-41,-90,64,0.152,0
False,True,False,-0.966,5,58,69,69,0.698,1
False,False,True,0.707,265,91,52,51,0.119,0
True,False,False,-0.966,55,89,43,44,0.806,1
False,False,True,0.866,251,-44,68,68,0.436,0
False,False,False,0.494,70,51,-86,-92,0.034,0
False,True,False,-0.707,54,91,-92,-97,0.034,0
False,False,False,0.096,1642,-97,-61,-87,0.87,0
False,False,False,0.638,200,-1,89,-49,0.966,1
False,True,False,-0.5,4,89,36,48,0.287,0
False,False,True,-0.259,123,13,77,40,0.639,0
False,True,False,-0.866,280,91,-87,38,0.231,0
False,True,False,-0.866,2772,38,72,76,0.15,1
False,False,True,0.259,24,9,16,-8,0.551,0
True,False,False,0.259,2,29,90,-50,0.795,0
True,False,False,-0.0,2,-9,51,85,0.488,1
False,False,False,0.953,8,56,85,-66,0.574,0
True,False,False,-0.0,227,57,75,66,0.132,1
False,False,True,0.866,94,-84,-96,-5,0.553,0
False,True,False,-0.866,255,25,-20,26,0.127,1
True,False,False,-0.966,224,-29,87,100,0.201,1
True,False,False,0.707,381,-21,-82,66,0.942,1
False,True,False,-0.966,456,-11,5,28,0.802,1
False,False,False,-0.987,20,37,56,75,0.153,0
False,True,False,-0.0,193,4,-2,-79,0.335,0
True,False,False,-0.0,416,41,92,-43,0.198,1
False,False,True,-0.259,1062,-5,-41,-17,0.308,0
False,True,False,-0.0,320,26,91,-49,0.905,0
False,True,False,-0.866,1319,50,74,-71,0.98,0
False,True,False,-0.0,7,-95,-93,90,0.312,0
False,False,True,0.966,1353,52,88,-68,0.364,1
True,False,False,0.5,2776,-54,-22,74,0.545,1
False,True,False,-0.707,228,62,94,89,0.157,1
False,True,False,-0.966,305,43,93,-31,0.327,0
False,True,False,-0.0,154,-17,9,30,0.989,1
False,False,False,-0.344,1838,-76,-16,-23,0.922,0
False,True,False,-0.866,229,-42,68,78,0.332,1
False,False,True,1.0,258,-85,54,-2,0.292,0
False,True,False,-0.707,208,48,-49,26,0.389,1
False,False,True,0.259,2084,21,-42,26,0.646,0
False,False,True,0.966,161,-28,-10,38,0.056,0
False,True,False,-0.966,278,-27,72,95,0.17,1
False,True,False,-0.5,65,-53,-80,-53,0.723,0
True,False,False,0.259,7,55,0,-4,0.438,0
False,False,True,0.966,229,-39,-56,44,0.801,0
False,True,False,-0.707,10,86,-16,15,0.761,0
True,False,False,-1.0,90,-32,-44,45,0.478,1
False,False,False,-0.357,204,-36,-87,32,0.243,0
False,True,False,-0.707,163,64,59,41,0.608,0
False,False,True,0.966,4,-70,51,88,0.113,0
False,False,False,-0.954,2,23,13,0,0.722,0
